quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,fips_state_code,fips_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
1,0,3.19,0,,16.0 MLOZ,HALF BAKED,REGULAR,8369284,4,18,5,5,2,3,3,5,6,1,5,1,1,1,2,1,32,36,29,1,1,2,10/1/67,10/1/66,2
2,0,7.98,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30063778,2,26,7,8,9,3,3,4,4,1,3,1,1,1,2,4,,6,87,1,1,3,10/1/53,1/1/52,1
2,0,8.98,0,,16.0 MLOZ,PB CUP,REGULAR,30063778,2,26,7,8,9,3,3,4,4,1,3,1,1,1,2,4,,6,87,1,1,3,10/1/53,1/1/52,1
1,0,3.5,0,,16.0 MLOZ,CHC,REGULAR,30063778,2,26,7,8,9,3,3,4,4,1,3,1,1,1,2,4,,6,87,1,1,3,10/1/53,1/1/52,1
1,0,3.92,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30063778,2,26,7,8,9,3,3,4,4,1,3,1,1,1,2,4,,6,87,1,1,3,10/1/53,1/1/52,1
1,0,3.5,0,,16.0 MLOZ,CHC ALMOND NOUGAT,REGULAR,30063778,2,26,7,8,9,3,3,4,4,1,3,1,1,1,2,4,,6,87,1,1,3,10/1/53,1/1/52,1
1,0,3.5,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30063778,2,26,7,8,9,3,3,4,4,1,3,1,1,1,2,4,,6,87,1,1,3,10/1/53,1/1/52,1
1,0,3.99,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,30063778,2,26,7,8,9,3,3,4,4,1,3,1,1,1,2,4,,6,87,1,1,3,10/1/53,1/1/52,1
1,0,3.46,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8228021,2,13,9,0,9,0,1,0,4,2,3,3,2,1,2,3,44,45,57,1,1,1,10/1/32,"",2
1,0,4.29,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8228021,2,13,9,0,9,0,1,0,4,2,3,3,2,1,2,3,44,45,57,1,1,1,10/1/32,"",2
1,0,3.45,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8228021,2,13,9,0,9,0,1,0,4,2,3,3,2,1,2,3,44,45,57,1,1,1,10/1/32,"",2
1,3.4,0,0.75,3,16.0 MLOZ,CAKE BATTER,REGULAR,8228930,1,17,0,6,9,2,0,5,0,4,6,,7,1,1,3,20,12,11,1,4,1,"",1/1/62,1
1,3.38,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8229001,3,27,5,4,2,3,3,3,5,1,2,1,1,1,2,1,1,25,23,1,4,3,1/1/66,10/1/68,1
1,0,3.44,0,,16.0 MLOZ,CREME BRULEE,REGULAR,8229001,3,27,5,4,2,3,3,3,5,1,2,1,1,1,2,1,1,25,23,1,4,3,1/1/66,10/1/68,1
1,0,3,0,,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8229737,3,23,1,3,1,3,2,4,4,1,5,1,1,1,2,1,,42,127,1,4,2,10/1/83,10/1/75,2
1,2.25,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8311902,1,23,8,0,9,0,3,0,3,3,2,2,5,1,2,4,13,53,33,1,1,2,10/1/49,"",1
1,0,4.25,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,8311902,1,23,8,0,9,0,3,0,3,3,2,2,5,1,2,4,13,53,33,1,1,2,10/1/49,"",1
1,3.5,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8311902,1,23,8,0,9,0,3,0,3,3,2,2,5,1,2,4,13,53,33,1,1,2,10/1/49,"",1
1,2.25,0,0,1,16.0 MLOZ,PB CUP,REGULAR,8311902,1,23,8,0,9,0,3,0,3,3,2,2,5,1,2,4,13,53,33,1,1,2,10/1/49,"",1
1,0,3.51,0,,16.0 MLOZ,PB CUP,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.41,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.49,0,,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
2,0,6.58,0,,16.0 MLOZ,HALF BAKED,REGULAR,8230677,2,21,7,7,9,3,3,3,4,1,5,3,1,4,1,4,18,8,87,1,1,3,10/1/56,10/1/55,2
1,3.99,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8231386,1,26,5,0,9,0,3,0,5,4,2,2,5,1,2,2,2,17,43,5,4,3,1/1/66,"",1
1,0,3.99,0,,16.0 MLOZ,BROWNIE BATTER,REGULAR,8231494,3,21,9,9,9,9,9,5,6,1,12,12,1,1,2,3,3,48,201,1,4,1,10/1/30,1/1/27,1
1,0,3.99,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8231494,3,21,9,9,9,9,9,5,6,1,12,12,1,1,2,3,3,48,201,1,4,1,10/1/30,1/1/27,1
1,0,3,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8232933,2,19,6,0,3,0,3,0,5,3,3,3,2,1,1,3,20,12,11,1,4,2,10/1/58,"",1
1,0,3,0,,16.0 MLOZ,TRIPLE CARAMEL CHUNK,REGULAR,8232933,2,19,6,0,3,0,3,0,5,3,3,3,2,1,1,3,20,12,11,1,4,2,10/1/58,"",1
2,0,7.38,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8233354,2,21,8,0,9,0,3,0,4,4,3,3,6,1,2,3,20,12,11,1,4,3,10/1/44,"",1
1,0,3.5,0,,16.0 MLOZ,CREME BRULEE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.49,0,,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.38,0,,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.43,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.23,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.4,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,3.99,0,0,1,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,3.5,0,0,1,16.0 MLOZ,CAKE BATTER,REGULAR,8234690,4,16,7,8,9,3,1,4,3,1,5,3,1,1,2,1,1,25,9,3,4,2,10/1/53,1/1/50,1
1,0,3.53,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8235930,4,16,5,5,3,3,2,5,5,1,3,1,1,1,2,3,23,47,185,1,4,1,1/1/64,10/1/65,1
1,0,3.43,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8235930,4,16,5,5,3,3,2,5,5,1,3,1,1,1,2,3,23,47,185,1,4,1,1/1/64,10/1/65,1
1,0,3.49,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8235930,4,16,5,5,3,3,2,5,5,1,3,1,1,1,2,3,23,47,185,1,4,1,1/1/64,10/1/65,1
1,0,3.5,0,,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,8235930,4,16,5,5,3,3,2,5,5,1,3,1,1,1,2,3,23,47,185,1,4,1,1/1/64,10/1/65,1
4,12,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8237674,2,18,9,9,9,3,9,3,4,1,8,12,1,1,2,4,13,53,35,7,4,2,10/1/36,10/1/35,1
1,0,3.59,0,,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8242045,1,18,9,0,9,0,3,0,6,3,1,1,5,1,2,3,17,48,113,1,1,1,1/1/42,"",1
1,0,3.5,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.4,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.41,0,,16.0 MLOZ,PB CUP,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.42,0,,16.0 MLOZ,PB CUP,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,3.99,0,0,1,16.0 MLOZ,PB CUP,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.34,0,,16.0 MLOZ,TURTLE SOUP,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.5,0,,16.0 MLOZ,PB CUP,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8246620,4,23,7,8,3,3,3,3,3,1,5,8,1,1,2,3,,22,1,1,1,2,10/1/57,10/1/51,1
1,0,3.12,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8247264,1,16,0,8,9,2,0,3,0,4,6,,7,1,2,3,17,48,1,3,1,3,"",10/1/51,2
2,0,6.24,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,8247891,6,23,6,6,3,3,3,4,3,1,3,4,1,2,2,3,36,22,105,1,4,2,10/1/58,10/1/60,1
1,0,2.98,0,,16.0 MLOZ,STR CSK,REGULAR,8248565,2,17,8,5,9,3,3,4,5,1,5,2,1,1,2,3,,47,179,1,4,2,1/1/51,1/1/63,1
1,0,2.98,0,,16.0 MLOZ,STR CSK,REGULAR,8248565,2,17,8,5,9,3,3,4,5,1,5,2,1,1,2,3,,47,179,1,4,2,1/1/51,1/1/63,1
1,0,2.98,0,,16.0 MLOZ,STR CSK,REGULAR,8248565,2,17,8,5,9,3,3,4,5,1,5,2,1,1,2,3,,47,179,1,4,2,1/1/51,1/1/63,1
2,5.98,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,8251149,2,18,9,9,9,9,9,4,3,1,12,12,1,1,2,3,47,21,111,1,4,2,10/1/42,10/1/41,1
1,0,3.49,0,,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.45,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.38,0,,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8312075,3,27,7,7,3,3,9,5,4,1,1,12,1,1,2,4,13,53,33,1,4,2,1/1/57,10/1/54,1
1,0,3.39,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8312117,2,27,6,6,9,3,3,5,5,1,1,1,1,1,2,4,13,53,33,1,4,1,1/1/61,10/1/62,1
2,6,0,0,1,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8312660,3,26,7,8,3,3,2,4,4,1,5,3,1,1,2,1,24,42,71,1,4,3,10/1/56,1/1/44,1
1,3,0,0,1,16.0 MLOZ,VAN,REGULAR,8312660,3,26,7,8,3,3,2,4,4,1,5,3,1,1,2,1,24,42,71,1,4,3,10/1/56,1/1/44,1
1,3,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8312660,3,26,7,8,3,3,2,4,4,1,5,3,1,1,2,1,24,42,71,1,4,3,10/1/56,1/1/44,1
1,0,4.49,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8251301,2,26,8,8,9,2,1,4,4,1,1,8,1,2,2,3,47,21,67,1,4,1,1/1/52,1/1/49,2
1,0,2.86,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,8257017,2,18,9,9,9,9,9,4,4,1,12,12,1,1,1,3,,48,479,1,1,3,10/1/38,10/1/38,2
1,2.24,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8257969,2,19,7,8,9,3,9,5,4,1,4,12,1,1,2,2,19,26,99,1,1,3,10/1/57,1/1/50,1
1,2.24,0,1,3,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8257969,2,19,7,8,9,3,9,5,4,1,4,12,1,1,2,2,19,26,99,1,1,3,10/1/57,1/1/50,1
2,0,6,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8259538,3,17,6,7,3,9,3,3,4,1,12,2,1,1,2,2,19,26,125,1,1,2,10/1/58,1/1/57,1
1,0,2.84,0,,16.0 MLOZ,PB CUP,REGULAR,8261133,4,21,4,5,9,3,3,4,4,1,6,1,1,1,2,3,,48,329,1,4,2,10/1/70,10/1/66,1
1,0,2.84,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8261133,4,21,4,5,9,3,3,4,4,1,6,1,1,1,2,3,,48,329,1,4,2,10/1/70,10/1/66,1
1,3,0,0,1,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8312660,3,26,7,8,3,3,2,4,4,1,5,3,1,1,2,1,24,42,71,1,4,3,10/1/56,1/1/44,1
3,9,0,0,1,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8312660,3,26,7,8,3,3,2,4,4,1,5,3,1,1,2,1,24,42,71,1,4,3,10/1/56,1/1/44,1
1,3,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,8312660,3,26,7,8,3,3,2,4,4,1,5,3,1,1,2,1,24,42,71,1,4,3,10/1/56,1/1/44,1
2,5,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8313043,3,26,7,4,9,3,9,5,3,4,1,12,3,1,2,3,5,12,31,5,4,1,10/1/56,10/1/72,1
1,2.5,0,0,1,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8313043,3,26,7,4,9,3,9,5,3,4,1,12,3,1,2,3,5,12,31,5,4,1,10/1/56,10/1/72,1
2,5,0,0,1,16.0 MLOZ,CINNAMON BUNS,REGULAR,8313043,3,26,7,4,9,3,9,5,3,4,1,12,3,1,2,3,5,12,31,5,4,1,10/1/56,10/1/72,1
1,0,4.39,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8313532,4,21,5,5,4,3,3,3,5,1,3,3,1,1,2,1,24,42,91,5,1,2,10/1/67,10/1/65,1
1,0,3.39,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8261291,4,26,5,5,3,3,2,5,4,1,1,3,1,1,2,3,17,48,439,1,4,2,10/1/64,10/1/64,1
1,0,3.43,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,8261291,4,26,5,5,3,3,2,5,4,1,1,3,1,1,2,3,17,48,439,1,4,2,10/1/64,10/1/64,1
1,2.27,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8261343,4,21,6,6,6,3,3,6,5,1,1,2,1,1,2,3,23,47,37,1,4,2,10/1/61,1/1/61,1
1,2.99,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8261731,1,16,8,0,9,0,9,0,6,3,12,12,5,1,2,3,,21,59,1,4,3,10/1/43,"",2
1,2.49,0,0,1,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8262242,4,27,4,5,4,3,1,5,6,1,1,1,1,1,2,1,8,34,27,1,4,2,10/1/70,10/1/63,1
1,2.99,0,0,1,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8262242,4,27,4,5,4,3,1,5,6,1,1,1,1,1,2,1,8,34,27,1,4,2,10/1/70,10/1/63,1
1,2.99,0,0,1,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8262242,4,27,4,5,4,3,1,5,6,1,1,1,1,1,2,1,8,34,27,1,4,2,10/1/70,10/1/63,1
1,0,2.99,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,8313532,4,21,5,5,4,3,3,3,5,1,3,3,1,1,2,1,24,42,91,5,1,2,10/1/67,10/1/65,1
1,0,3.5,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
1,2.27,0,0,1,16.0 MLOZ,HEATH CRUNCH,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
4,13.56,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
2,7,0,0,1,16.0 MLOZ,PUMPKIN CSK,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
2,5.62,0,0,1,16.0 MLOZ,MAGIC BROWNIES,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
2,4.5,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
1,3.5,0,1,3,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,8262242,4,27,4,5,4,3,1,5,6,1,1,1,1,1,2,1,8,34,27,1,4,2,10/1/70,10/1/63,1
2,5,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8264893,1,13,9,0,9,0,9,0,5,3,12,12,5,1,2,3,,12,33,5,4,1,10/1/39,"",1
1,4.99,0,0,1,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8265620,2,13,9,0,9,0,3,0,5,2,3,3,2,1,2,1,25,42,73,1,4,3,10/1/39,"",1
1,4.99,0,1,3,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8265620,2,13,9,0,9,0,3,0,5,2,3,3,2,1,2,1,25,42,73,1,4,3,10/1/39,"",1
1,3,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8265953,5,26,4,4,4,3,3,5,5,1,2,2,1,1,2,4,18,8,117,1,4,1,10/1/70,10/1/71,2
1,3,0,0,1,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8265953,5,26,4,4,4,3,3,5,5,1,2,2,1,1,2,4,18,8,117,1,4,1,10/1/70,10/1/71,2
2,6.98,0,1,3,16.0 MLOZ,VERMONTY PYTHON,REGULAR,8267518,3,26,7,7,9,3,3,4,4,1,5,2,1,1,2,2,19,26,163,1,4,3,1/1/57,10/1/54,1
2,4.54,0,0,1,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
1,2.99,0,0,1,16.0 MLOZ,CREME BRULEE,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
3,8.97,0,0,1,16.0 MLOZ,SMORES,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
1,3.89,0,3.89,2,16.0 MLOZ,NEAPOLITAN DYNAMITE,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
2,5.98,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
2,5.98,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8321407,2,29,9,9,9,9,9,5,4,1,12,12,1,1,2,3,,47,1,1,4,2,10/1/41,10/1/41,1
1,0,3.21,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,8321815,3,27,8,8,9,3,3,4,5,1,1,1,1,1,2,4,18,8,59,1,4,1,1/1/52,1/1/48,1
1,3.23,0,0,1,16.0 MLOZ,SMORES,REGULAR,8267518,3,26,7,7,9,3,3,4,4,1,5,2,1,1,2,2,19,26,163,1,4,3,1/1/57,10/1/54,1
1,3.23,0,0,1,16.0 MLOZ,NEAPOLITAN DYNAMITE,REGULAR,8267518,3,26,7,7,9,3,3,4,4,1,5,2,1,1,2,2,19,26,163,1,4,3,1/1/57,10/1/54,1
1,3.23,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8267518,3,26,7,7,9,3,3,4,4,1,5,2,1,1,2,2,19,26,163,1,4,3,1/1/57,10/1/54,1
1,3.23,0,0,1,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,8267518,3,26,7,7,9,3,3,4,4,1,5,2,1,1,2,2,19,26,163,1,4,3,1/1/57,10/1/54,1
1,2.99,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,8268736,4,26,8,8,9,3,9,5,4,1,4,12,1,1,2,3,47,21,239,1,4,1,1/1/52,10/1/51,1
1,3.5,0,0.5,3,16.0 MLOZ,BANANA SPLIT,REGULAR,8269730,3,27,6,0,9,0,3,0,4,3,2,2,2,1,1,4,7,6,59,5,4,3,10/1/58,"",1
1,3.4,0,0.5,3,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8269730,3,27,6,0,9,0,3,0,4,3,2,2,2,1,1,4,7,6,59,5,4,3,10/1/58,"",1
1,0,3.5,0,,16.0 MLOZ,CAKE BATTER,REGULAR,8321867,3,27,8,7,9,3,3,4,5,1,1,1,1,1,2,4,13,53,33,1,4,2,1/1/50,10/1/56,1
3,10.5,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,8321867,3,27,8,7,9,3,3,4,5,1,1,1,1,1,2,4,13,53,33,1,4,2,1/1/50,10/1/56,1
1,0,3.5,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,8321867,3,27,8,7,9,3,3,4,5,1,1,1,1,1,2,4,13,53,33,1,4,2,1/1/50,10/1/56,1
1,0,3.38,0,,16.0 MLOZ,CHUBBY HUBBY,REGULAR,8322102,3,27,8,7,9,3,3,4,5,1,1,11,1,1,2,2,22,27,53,1,1,1,10/1/50,10/1/54,1
1,0,3.12,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,8322102,3,27,8,7,9,3,3,4,5,1,1,11,1,1,2,2,22,27,53,1,1,1,10/1/50,10/1/54,1
1,0,3.47,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8323432,2,26,7,7,9,1,1,5,5,1,1,1,1,1,2,3,23,47,37,1,4,3,10/1/55,1/1/54,1
1,0,4.39,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
1,3.89,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,8269730,3,27,6,0,9,0,3,0,4,3,2,2,2,1,1,4,7,6,59,5,4,3,10/1/58,"",1
1,3.75,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,8269730,3,27,6,0,9,0,3,0,4,3,2,2,2,1,1,4,7,6,59,5,4,3,10/1/58,"",1
1,0,3.18,0,,16.0 MLOZ,HALF BAKED,REGULAR,8270410,2,26,3,3,9,3,3,5,5,1,2,1,1,1,2,3,44,37,71,1,4,1,10/1/73,1/1/73,1
1,0,3.33,0,,16.0 MLOZ,PHISH FOOD,REGULAR,8270410,2,26,3,3,9,3,3,5,5,1,2,1,1,1,2,3,44,37,71,1,4,1,10/1/73,1/1/73,1
1,0,3.59,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8270736,2,26,8,9,9,9,3,6,4,1,12,2,1,1,2,3,,48,303,1,4,3,10/1/50,1/1/31,1
1,0,3.59,0,,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,8270736,2,26,8,9,9,9,3,6,4,1,12,2,1,1,2,3,,48,303,1,4,3,10/1/50,1/1/31,1
1,0,3.99,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8271244,1,21,0,6,9,3,0,5,0,3,5,,7,1,2,4,12,6,85,5,1,1,"",1/1/60,1
1,2.5,0,0,1,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
1,0,2.5,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
1,0,4.39,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
1,0,4.38,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
1,4.39,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
1,0,4.38,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
1,3,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,8324131,2,21,8,9,9,9,1,3,5,1,12,3,1,1,2,3,,37,129,1,4,2,10/1/52,10/1/41,1
2,7.42,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,8271244,1,21,0,6,9,3,0,5,0,3,5,,7,1,2,4,12,6,85,5,1,1,"",1/1/60,1
1,0,3.99,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,8271244,1,21,0,6,9,3,0,5,0,3,5,,7,1,2,4,12,6,85,5,1,1,"",1/1/60,1
2,7.78,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,8271244,1,21,0,6,9,3,0,5,0,3,5,,7,1,2,4,12,6,85,5,1,1,"",1/1/60,1
